Species Number,Alpha Code,Common Name,Band Size,French Name,Scientific Name,T & E*,Comments,Taxonomic Order
6556,UYRW,Unspecified Yellow-rumped Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune non identifiée,Setophaga coronata,,Undifferentiated Myrtle / Audubon's Warbler. Use only if uncertain. | Setophaga coronata coronate ou Setophaga auduboni auduboni. À n'utiliser qu'en cas d'incertitude.,971
6560,AUWA,Audubon's Warbler,"0, 1C, 0A, 1",Paruline à croupion jaune de l'ouest,Setophaga coronata auduboni,,,972
6570,MAWA,Magnolia Warbler,"0A, 0",Paruline à tête cendrée,Setophaga magnolia,,,958
6580,CERW,Cerulean Warbler,"0A, 0",Paruline azurée,Setophaga cerulea,Y,,955
6581,EWWA,Elfin-woods Warbler,0,Paruline d'Angela,Setophaga angelae,,,949
6590,CSWA,Chestnut-sided Warbler,"0A, 0",Paruline à flancs marron,Setophaga pensylvanica,,,962
6600,BBWA,Bay-breasted Warbler,"0, 1C, 0A, 1",Paruline à poitrine baie,Setophaga castanea,,,959
6610,BLPW,Blackpoll Warbler,"0, 1C, 0A, 1",Paruline rayée,Setophaga striata,,,963
6620,BLBW,Blackburnian Warbler,"0, 0A",Paruline à gorge orangée,Setophaga fusca,,,960
6630,YTWA,Yellow-throated Warbler,"0A, 0",Paruline à gorge jaune,Setophaga dominica,,,973
6634,SUWA,Sutton's Warbler,0A,Paruline de Sutton,,,Setophaga americana x S. dominica hybrid,974
6640,GRWA,Grace's Warbler,"0A, 0",Paruline de Grace,Setophaga graciae,,,979
6641,ADWA,Adelaide's Warbler,"0A, 0",Paruline d'Adélaïde,Setophaga adelaidae,,,976
6642,BARW,Barbuda Warbler,"0A, 0",Paruline de Barbuda,Setophaga subita,,,977
6643,SLWA,St. Lucia Warbler,"0A, 0",Paruline de Sainte-Lucie,Setophaga delicata,,,978
6650,BTYW,Black-throated Gray Warbler,"0A, 0",Paruline grise,Setophaga nigrescens,,,980
6660,GCWA,Golden-cheeked Warbler,0A,Paruline à dos noir,Setophaga chrysoparia,Y,,984
6670,BTNW,Black-throated Green Warbler,"0A, 0",Paruline à gorge noire,Setophaga virens,,,985
6680,TOWA,Townsend's Warbler,"0A, 0",Paruline de Townsend,Setophaga townsendi,,,981
6686,THWH,Townsend's X Hermit Warbler Hybrid,"0A, 0",Hybride de Paruline de Townsend/Paruline à tête jaune,,,,982
6690,HEWA,Hermit Warbler,"0A, 0",Paruline à tête jaune,Setophaga occidentalis,,,983
6700,KIWA,Kirtland's Warbler,"1C, 1",Paruline de Kirtland,Setophaga kirtlandii,,,953
6710,PIWA,Pine Warbler,"0, 0A",Paruline des pins,Setophaga pinus,,,969
6720,WPWA,Western Palm Warbler,"0, 0A",Paruline à couronne rousse de l'ouest,Setophaga palmarum palmarum,,,965
6721,UPWA,Unspecified Palm Warbler,"0, 0A",Paruline à couronne rousse non spécifié,Setophaga palmarum,,Undifferentiated Western / Yellow Palm Warbler,967
6729,YPWA,Yellow Palm Warbler,"0, 0A",Paruline à couronne rousse,Setophaga palmarum hypochrysea,,,966
6730,PRAW,Prairie Warbler,"0A, 0",Paruline des prés,Setophaga discolor,,,975
6740,OVEN,Ovenbird,"1, 1C, 0",Paruline couronnée,Seiurus aurocapilla,,,923
6750,NOWA,Northern Waterthrush,"1, 0, 1C",Paruline des ruisseaux,Parkesia noveboracensis,,,926
6760,LOWA,Louisiana Waterthrush,"1C, 1",Paruline hochequeue,Parkesia motacilla,Y,,925
6770,KEWA,Kentucky Warbler,"0, 1C, 1",Paruline du Kentucky,Geothlypis formosa,,,946
6780,CONW,Connecticut Warbler,"1, 0, 1C",Paruline à gorge grise,Oporornis agilis,,,942
6790,MOWA,Mourning Warbler,"0, 0A, 1, 1C",Paruline triste,Geothlypis philadelphia,,,945
6800,MGWA,MacGillivray's Warbler,"1C, 1, 0, 0A",Paruline des buissons,Geothlypis tolmiei,,,944
6810,COYE,Common Yellowthroat,"0, 1C, 0A, 1",Paruline masquée,Geothlypis trichas,,,948
6821,GCYE,Gray-crowned Yellowthroat,"1, 1C, 1B",Paruline à calotte grise,Geothlypis poliocephala,,,943
6830,YBCH,Yellow-breasted Chat,"1B, 1A, 1D",Paruline polyglotte,Icteria virens,British Columbia,Some may require size 2. | Certains peuvent nécessiter une taille 2.,994
6840,HOWA,Hooded Warbler,"0, 0A, 1C, 1",Paruline à capuchon,Setophaga citrina,,,951
6850,WIWA,Wilson's Warbler,"0A, 0",Paruline à calotte noire,Cardellina pusilla,,,990
6860,CAWA,Canada Warbler,"0, 0A",Paruline du Canada,Cardellina canadensis,Alberta,,989
,,,,,,British Columbia,,
,,,,,,Manitoba,,
,,,,,,New Brunswick,,
,,,,,,Nova Scotia,,
,,,,,,Ontario,,
,,,,,,Prince Edward Island,,
,,,,,,Québec,,
,,,,,,Saskatchewan,,
,,,,,,Yukon Territory,,
,,,,,,Northwest Territories,,
6870,AMRE,American Redstart,"0A, 0",Paruline flamboyante,Setophaga ruticilla,,,952
6880,PARE,Painted Redstart,"0A, 0",Paruline à ailes blanches,Myioborus pictus,,,992
6881,FTWA,Fan-tailed Warbler,1,Paruline des rochers,Basileuterus lachrymosus,,,986
6882,HOSP,House Sparrow,"1B, 1",Moineau domestique,Passer domesticus,,,1198
6883,ETSP,Eurasian Tree Sparrow,"1, 1B, 1C",Moineau friquet,Passer montanus,,,1199
6890,SLAR,Slate-throated Redstart,"0A, 0",Paruline ardoisée,Myioborus miniatus,,,993
6900,RFWA,Red-faced Warbler,"0A, 0",Paruline à face rouge,Cardellina rubrifrons,,,991
6920,GOLW,Golden-crowned Warbler,"0A, 0",Paruline à couronne dorée,Basileuterus culicivorus,,,988
6921,RCWA,Rufous-capped Warbler,"1, 0",Paruline à calotte rousse,Basileuterus rufifrons,,,987
6940,WHWA,White Wagtail,"1, 1C",Bergeronnette grise,Motacilla alba,,,904
6951,BWAG,Black-backed Wagtail,"1, 1C",Bergeronnette lugubre,Motacilla alba lugens,,,905
6960,EYWA,Eastern Yellow Wagtail,"1, 1C",Bergeronnette de Béringie,Motacilla tschutschensis,,,902
6961,GRAW,Gray Wagtail,"1, 1C",Bergeronnette des ruisseaux,Motacilla cinerea,,,903
6970,AMPI,American Pipit,"1, 1C",Pipit d'Amérique,Anthus rubescens,,,909
6981,PEPI,Pechora Pipit,"1, 1C",Pipit de la Petchora,Anthus gustavi,,,907
6983,OBPI,Olive-backed Pipit,"1, 1C",Pipit à dos olive,Anthus hodgsoni,,,906
6990,RTPI,Red-throated Pipit,"1, 1C",Pipit à gorge rousse,Anthus cervinus,,,908
7000,SPPI,Sprague's Pipit,"1, 1C",Pipit de Sprague,Anthus spragueii,Alberta,,910
,,,,,,Manitoba,,
,,,,,,Saskatchewan,,
7010,AMDI,American Dipper,"2, 1D, 1A",Cincle d'Amérique,Cinclus mexicanus,,,817
7020,SATH,Sage Thrasher,"1B, 1A, 1D",Moqueur des armoises,Oreoscoptes montanus,Alberta,,887
,,,,,,British Columbia,,
,,,,,,Saskatchewan,,
7030,NOMO,Northern Mockingbird,"2, 1D, 1A",Moqueur polyglotte,Mimus polyglottos,,,890
7031,BAMO,Bahama Mockingbird,"2, 1D, 1A",Moqueur des Bahamas,Mimus gundlachii,,,888
7032,TRMO,Tropical Mockingbird,"1A, 1D, 2",Moqueur des savanes,Mimus gilvus,,,889
7040,GRCA,Gray Catbird,1A,Moqueur chat,Dumetella carolinensis,,,877
7050,BRTH,Brown Thrasher,"2, 3",Moqueur roux,Toxostoma rufum,,,881
7060,LBTH,Long-billed Thrasher,"2, 3",Moqueur à long bec,Toxostoma longirostre,,,882
7070,CBTH,Curve-billed Thrasher,"3, 2, 2A",Moqueur à bec courbe,Toxostoma curvirostre,,,880
7080,BETH,Bendire's Thrasher,2,Moqueur de Bendire,Toxostoma bendirei,,,883
7100,CATH,California Thrasher,3,Moqueur de Californie,Toxostoma redivivum,,,884
7110,LCTH,LeConte's Thrasher,2,Moqueur de Le Conte,Toxostoma lecontei,,,885
7111,PETH,Pearly-eyed Thrasher,"3, 3B, 2",Moqueur corossol,Margarops fuscatus,,,878
7120,CRTH,Crissal Thrasher,2,Moqueur cul-roux,Toxostoma crissale,,,886
7121,BLMO,Blue Mockingbird,2,Moqueur bleu,Melanotis caerulescens,,,891
7130,CACW,Cactus Wren,"1B, 1A",Troglodyte des cactus,Campylorhynchus brunneicapillus,,,810
7140,SIWR,Sinaloa Wren,"1B, 1",Troglodyte du Sinaloa,Thryophilus sinaloa,,,811
7150,ROWR,Rock Wren,"1, 1C, 0",Troglodyte des rochers,Salpinctes obsoletus,,,799
7170,CANW,Canyon Wren,"1, 1C",Troglodyte des canyons,Catherpes mexicanus,,,800
7180,CARW,Carolina Wren,"1B, 1",Troglodyte de Caroline,Thryothorus ludovicianus,,,808
7190,BEWR,Bewick's Wren,"1, 0, 1C",Troglodyte de Bewick,Thryomanes bewickii,,,809
7210,HOWR,House Wren,"0, 0A, 1C, 1",Troglodyte familier,Troglodytes aedon,,,801
7220,WIWR,Winter Wren,"0A, 0",Troglodyte des forêts,Troglodytes hiemalis,,,804
7221,PAWR,Pacific Wren,"0A, 0",Troglodyte de Baird,Troglodytes pacificus,,,803
7222,PWWR,Pacific/Winter Wren,"0A, 0",Troglodyte de Baird/des forêts,,,Troglodytes pacificus and T. hiemalis prior to split in 2010,805
7240,SEWR,Sedge Wren,"0A, 0",Troglodyte à bec court,Cistothorus stellaris,,,806
7250,MAWR,Marsh Wren,"1C, 1, 0",Troglodyte des marais,Cistothorus palustris,,,807
7260,BRCR,Brown Creeper,"0A, 0",Grimpereau brun,Certhia americana,,,798
7261,RWBU,Red-whiskered Bulbul,"1B, 1A",Bulbul orphée,Pycnonotus jocosus,,,819
7262,RVBU,Red-vented Bulbul,"1A, 1D, 2",Bulbul à ventre rouge,Pycnonotus cafer,,,818
7270,WBNU,White-breasted Nuthatch,"1B, 1, 1C",Sittelle à poitrine blanche,Sitta carolinensis,,,795
7280,RBNU,Red-breasted Nuthatch,"0, 1C, 1",Sittelle à poitrine rousse,Sitta canadensis,,,794
7290,BHNU,Brown-headed Nuthatch,"0, 1C",Sittelle à tête brune,Sitta pusilla,,,797
7300,PYNU,Pygmy Nuthatch,"0, 1C",Sittelle pygmée,Sitta pygmaea,,,796
7310,TUTI,Tufted Titmouse,1B,Mésange bicolore,Baeolophus bicolor,,,789
7320,BCTI,Black-crested Titmouse,1B,Mésange à plumet noir,Baeolophus atricristatus,,,791
7330,OATI,Oak Titmouse,"1, 1C",Mésange unicolore,Baeolophus inornatus,,AOU split from 7339-PLTI in 1998. | AOU l’a séparé de 7339-PLTI en 1998.,787
7331,JUTI,Juniper Titmouse,"1, 1C",Mésange des genévriers,Baeolophus ridgwayi,,AOU split from 7339-PLTI in 1998. | AOU l’a séparé de 7339-PLTI en 1998.,788
7339,PLTI,Plain Titmouse,1,Mésange unicolore,,,Unspecified Baeolophus inornatus or B. ridgwayi. Explain in Remarks why the unspecified code was chosen. | Baeolophus inornatus ou B. ridgwayi non spécifié. Expliquez dans les Remarques pourquoi le code non identifié a été choisi.,790
7340,BRTI,Bridled Titmouse,"1, 1C",Mésange arlequin,Baeolophus wollweberi,,,786
7341,VATI,Varied Tit,"1B, 1, 1C",Mésange variée,Sittiparus varius,,,785
7350,BCCH,Black-capped Chickadee,"0, 0A, 1C, 1",Mésange à tête noire,Poecile atricapillus,,,777
7356,HYCH,Hybrid Chickadee,"0, 1C, 1",Mésange hybride,,,"Report suspected parentage as a remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",783
7357,UNCH,Unidentified Chickadee,"0, 0A, 1C, 1",Mésange non identifié,,,,784
7360,CACH,Carolina Chickadee,"0, 0A, 1C",Mésange de Caroline,Poecile carolinensis,,,776
7370,MECH,Mexican Chickadee,"0, 0A",Mésange grise,Poecile sclateri,,,779
7380,MOCH,Mountain Chickadee,"0, 0A",Mésange de Gambel,Poecile gambeli,,,778
7390,GHCH,Gray-headed Chickadee,"1C, 0, 1",Mésange lapone,Poecile cinctus,,,782
7400,BOCH,Boreal Chickadee,"0, 0A, 1C, 1",Mésange à tête brune,Poecile hudsonicus,,,781
7410,CBCH,Chestnut-backed Chickadee,"0, 0A",Mésange à dos marron,Poecile rufescens,,,780
7420,WREN,Wrentit,"1, 1C, 1B",Cama brune,Chamaea fasciata,,,827
7421,RBLE,Red-billed Leiothrix,1B,Léiothrix jaune,Leiothrix lutea,,,831
7422,HWAM,Hwamei,"2, 3",Garrulaxe hoamy,Garrulax canorus,,,830
7423,GNLA,Greater Necklaced Laughingthrush,2,Garrulaxe à plastron,Garrulax pectoralis,,,829
7424,OBNT,Orange-billed Nightingale-Thrush,1B,Grive à bec orange,Catharus aurantiirostris,,,857
7430,BUSH,Bushtit,"0A, 0",Mésange buissonnière,Psaltriparus minimus,,,793
7460,VERD,Verdin,"0A, 0",Auripare verdin,Auriparus flaviceps,,,792
7461,JABW,Japanese Bush-Warbler,"M: 1, 1C",Bouscarle chanteuse,Horornis diphone,,,822
,,,"F: 0, 1C, 0A",,,,,
7462,MILL,Millerbird,0A,Rousserolle obscure,Acrocephalus familiaris,Y,,832
7470,ARWA,Arctic Warbler,"0A, 0",Pouillot boréal,Phylloscopus borealis,,,825
7471,MIGW,Middendorff's Grasshopper-Warbler,0A,Locustelle de Middendorff,Locustella ochotensis,,,834
7473,WOWA,Wood Warbler,0A,Pouillot siffleur,Phylloscopus sibilatrix,,,823
7474,DUWA,Dusky Warbler,0A,Pouillot brun,Phylloscopus fuscatus,,,824
7475,LANW,Lanceolated Warbler,0A,Locustelle lancéolée,Locustella lanceolata,,,838
7476,AKLW,Arctic/Kamchatka Leaf Warbler,"0A, 0",Pouillot boréal/du Kamtchatka,,,Phylloscopus borealis and P. examinandus prior to split in 2014,826
7480,GCKI,Golden-crowned Kinglet,0A,Roitelet à couronne dorée,Regulus satrapa,,,820
7490,RCKI,Ruby-crowned Kinglet,0A,Roitelet à couronne rubis,Corthylio calendula,,,821
7491,SIAC,Siberian Accentor,0A,Accenteur montanelle,Prunella montanella,,,901
7510,BGGN,Blue-gray Gnatcatcher,0A,Gobemoucheron gris-bleu,Polioptila caerulea,,,812
7520,BTGN,Black-tailed Gnatcatcher,0A,Gobemoucheron à queue noire,Polioptila melanura,,,815
7530,CAGN,California Gnatcatcher,0A,Gobemoucheron de Californie,Polioptila californica,Y,,813
7531,BCGN,Black-capped Gnatcatcher,0A,Gobemoucheron à coiffe noire,Polioptila nigriceps,,,816
7532,BACG,Baja Gnatcatcher,0A,,Polioptila californica,,,814
7540,TOSO,Townsend's Solitaire,1B,Solitaire de Townsend,Myadestes townsendi,,,851
7541,OMAO,Omao,"1A, 1D",Solitaire d'Hawaï,Myadestes obscurus,,,855
7542,PUAI,Puaiohi,1A,Solitaire puaïohi,Myadestes palmeri,Y,,856
7543,KAMA,Kamao,1A,Solitaire kamao,Myadestes myadestinus,Y,,853
7545,OLOM,Olomao,1A,Solitaire de Lanai,Myadestes lanaiensis,Y,,854
7550,WOTH,Wood Thrush,1A,Grive des bois,Hylocichla mustelina,Y,,864
7560,VEER,Veery,1B,Grive fauve,Catharus fuscescens,,,858
7570,GCTH,Gray-cheeked Thrush,1B,Grive à joues grises,Catharus minimus,,,859
7571,BITH,Bicknell's Thrush,1B,Grive de Bicknell,Catharus bicknelli,Y,,860
7579,GCBT,Unidentified Gray-cheeked/Bicknell's Thrush,1B,Grive à joues grises/Grive de Bicknell non identifié,,,,861
7580,SWTH,Swainson's Thrush,1B,Grive à dos olive,Catharus ustulatus,,,862
7590,HETH,Hermit Thrush,"1B, 1",Grive solitaire,Catharus guttatus,,,863
7600,REDW,Redwing,"2, 1A, 1D",Grive mauvis,Turdus iliacus,,,868
7610,AMRO,American Robin,2,Merle d'Amérique,Turdus migratorius,,,872
7612,FIEL,Fieldfare,2,Grive litorne,Turdus pilaris,,,867
7613,EYTH,Eyebrowed Thrush,2,Merle obscur,Turdus obscurus,,,865
7614,DUTH,Dusky Thrush,2,Grive de Naumann,Turdus eunomus,,,866
7621,CCTH,Clay-colored Thrush,2,Merle fauve,Turdus grayi,,,869
7622,RBRO,Rufous-backed Robin,2,Merle à dos roux,Turdus rufopalliatus,,,871
7623,RLTH,Red-legged Thrush,2,Merle vantard,Turdus plumbeus,,,874
7630,VATH,Varied Thrush,2,Grive à collier,Ixoreus naevius,,,875
7631,AZTH,Aztec Thrush,2,Grive aztèque,Ridgwayia pinicola,,,876
7640,BLUE,Bluethroat,"1, 1C",Gorgebleue à miroir,Cyanecula svecica,,,843
7641,SIRU,Siberian Rubythroat,"1B, 1",Rossignol calliope,Calliope calliope,,,842
7642,RFBL,Red-flanked Bluetail,0,Rossignol à flancs roux,Tarsiger cyanurus,,,844
7650,NOWH,Northern Wheatear,1B,Traquet motteux,Oenanthe oenanthe,,,846
7660,EABL,Eastern Bluebird,"1B, 1, 1A",Merlebleu de l'Est,Sialia sialis,,,847
7670,WEBL,Western Bluebird,1B,Merlebleu de l'Ouest,Sialia mexicana,,,848
7676,HYBL,Hybrid Western/Mountain Bluebird,"1B, 1A",Hybride de Merlebleu de l'Ouest et de Merlebleu azuré,,,"Report suspected parentage as a remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",850
7680,MOBL,Mountain Bluebird,"1B, 1A",Merlebleu azuré,Sialia currucoides,,,849
7690,WRSH,White-rumped Shama,"1B, 1A, 1D",Shama à croupion blanc,Copsychus malabaricus,,,841
7700,HAEL,Hawaii Elepaio,"1, 0, 1C",Monarque d'Hawaï,Chasiempis sandwichensis,,,761
7701,OAEL,Oahu Elepaio,1,Monarque d'Oahu,Chasiempis ibidis,Y,,760
7702,KAEL,Kauai Elepaio,"1, 0",Monarque de Kauai,Chasiempis sclateri,,,759
7710,TAFL,Taiga Flycatcher,0,Gobemouche de la taïga,Ficedula albicilla,,,845
7720,DSFL,Dark-sided Flycatcher,0,Gobemouche de Sibérie,Muscicapa sibirica,,,840
7730,GSFL,Gray-streaked Flycatcher,"0, 1C, 1",Gobemouche à taches grises,Muscicapa griseisticta,,,839
7740,LAFI,Laysan Finch,"1A, 1B",Psittirostre de Laysan,Telespiza cantans,Y,,1154
7750,NIFI,Nihoa Finch,"1B, 1",Psittirostre de Nihoa,Telespiza ultima,Y,,1155
7760,OU,Ou,2,Psittirostre psittacin,Psittirostra psittacea,Y,,1156
7770,PALI,Palila,"1A, 1B",Psittirostre palila,Loxioides bailleui,Y,,1157
7810,MAPA,Maui Parrotbill,"1B, 1A",Psittirostre de Maui,Pseudonestor xanthophrys,Y,,1158
7820,HAAM,Hawaii Amakihi,"1, 1B",Amakihi familier,Chlorodrepanis virens,,,1159
7821,OAAM,Oahu Amakihi,"1, 1C, 1B",Amakihi d'Oahu,Chlorodrepanis flava,,,1160
7830,KAAM,Kauai Amakihi,"1, 1C, 1B",Amakihi de Kauai,Chlorodrepanis stejnegeri,,,1161
7840,ANIA,Anianiau,"0, 1C, 1",Anianiau de Kauai,Magumma parva,,,1165
7870,OAAK,Oahu Akialoa,"1, 0",Hémignathe à long bec,Akialoa ellisiana,Y,,1162
7880,NUKU,Nukupuu,"1C, 1",Hémignathe nukupuu,Hemignathus lucidus,Y,,1163
7890,AKIP,Akiapolaau,"1A, 1B",Hémignathe akiapolaau,Hemignathus wilsoni,Y,,1164
7900,AKIK,Akikiki,"1, 1C, 0",Grimpeur de Kauai,Oreomystis bairdi,Y,,1166
7910,HCRE,Hawaii Creeper,"1, 1C, 0",Grimpeur d'Hawaï,Loxops mana,Y,,1170
7920,MAAL,Maui Alauahio,"1C, 1",Grimpeur de Maui,Paroreomyza montana,,,1169
7930,KAKA,Kakawahie,"0, 1C, 1",Grimpeur de Molokai,Paroreomyza flammea,Y,,1168
7940,OAAL,Oahu Alauahio,"1, 1C",Grimpeur d'Oahu,Paroreomyza maculata,Y,,1167
7950,AKEP,Akepa,"0, 1",Loxopse des Hawaï,Loxops coccineus,Y,,1172
7960,AKEK,Akekee,"1, 1C",Loxopse de Kauai,Loxops caeruleirostris,Y,,1171
7980,IIWI,Iiwi,1B,Iiwi rouge,Drepanis coccinea,,,1173
8010,AKOH,Akohekohe,1A,Palmérie huppée,Palmeria dolei,Y,,1174
8020,APAP,Apapane,"1, 1C, 1B",Picchion cramoisi,Himatione sanguinea,,,1175
8040,POUL,Poo-uli,1B,Po-o-uli masqué,Melamprosops phaeosoma,Y,,1176
8041,NRBI,Northern Red Bishop,0A,Euplecte franciscain,Euplectes franciscanus,,,1201
8042,YCBI,Yellow-crowned Bishop,0A,Euplecte vorabé,Euplectes afer,,,1200
8050,RCCO,Red-cheeked Cordonbleu,"1C, 1",Cordonbleu à joues rouges,Uraeginthus bengalus,,,1202
8060,LAVW,Lavender Waxbill,0,Astrild queue-de-vinaigre,Estrilda caerulescens,,,1203
8070,ORAW,Orange-cheeked Waxbill,"0A, 0",Astrild à joues orange,Estrilda melpoda,,,1204
8080,BRWX,Black-rumped Waxbill,"0, 1C, 1",Astrild cendré,Estrilda troglodytes,,,1205
8081,COMW,Common Waxbill,"0A, 0",Astrild ondulé,Estrilda astrild,,,1206
8090,REAV,Red Avadavat,"0A, 0",Bengali rouge,Amandava amandava,,,1207
8100,AFSI,African Silverbill,"0, 0A, 1C",Capucin bec-d'argent,Euodice cantans,,,1209
8101,BRMA,Bronze Mannikin,0A,Capucin nonnette,Spermestes cucullata,,,1208
8110,SBMU,Scaly-breasted Munia,"0, 0A",Capucin damier,Lonchura punctulata,,,1211
8120,TRMU,Tricolored Munia,"0, 1C, 1",Capucin à dos marron,Lonchura malacca,,,1212
8130,JAVS,Java Sparrow,"1B, 1A",Padda de Java,Padda oryzivora,,,1210
8131,PTWH,Pin-tailed Whydah,"1, 0, 1B",Veuve dominicaine,Vidua macroura,,,1213
8501,KIPE,King Penguin,9,Manchot royal,Aptenodytes patagonicus,,,104
8502,EMPE,Emperor Penguin,9,Manchot empereur,Aptenodytes forsteri,,,105
8503,GEPE,Gentoo Penguin,9,Manchot papou,Pygoscelis papua,,,106
8504,ADPE,Adelie Penguin,9,Manchot d'Adélie,Pygoscelis adeliae,,,107
8505,CHPE,Chinstrap Penguin,9,Manchot à jugulaire,Pygoscelis antarcticus,,,108
8506,VIPE,Victoria Penguin,9,Gorfou du Fiordland,Eudyptes pachyrhynchus,,,109
8508,ROCP,Rockhopper Penguin,9,Gorfou sauteur,Eudyptes chrysocome,,,110
8509,ROYP,Royal Penguin,9,Gorfou de Schlegel,Eudyptes schlegeli,,,111
8510,MACP,Macaroni Penguin,9,Gorfou doré,Eudyptes chrysolophus,,,112
8512,FAPE,Fairy Penguin,9,Manchot pygmée,Eudyptula minor,,,113
8514,AFPE,African Penguin,9,Manchot du Cap,Spheniscus demersus,,,114
8515,HUPE,Humboldt Penguin,9,Manchot de Humboldt,Spheniscus humboldti,,,116
8516,MAGP,Magellanic Penguin,9,Manchot de Magellan,Spheniscus magellanicus,,,115
8517,GALP,Galapagos Penguin,9,Manchot des Galapagos,Spheniscus mendiculus,,,117
8519,ROAL,Royal Albatross,8,Albatros royal,Diomedea epomophora,,,132
8521,BUAL,Buller's Albatross,8,Albatros de Buller,Thalassarche bulleri,,,123
8522,GHAL,Gray-headed Albatross,8,Albatros à tête grise,Thalassarche chrysostoma,,,122
8523,SOAL,Sooty Albatross,8,,Phoebetria fusca,,,133
8524,LMSA,Light-mantled Albatross,8,Albatros fuligineux,Phoebetria palpebrata,,,121
8525,SGPE,Southern Giant-Petrel,"8, 7D",Pétrel géant,Macronectes giganteus,,,125
8526,SOFU,Southern Fulmar,5,Fulmar argenté,Fulmarus glacialoides,,,135
8527,BLPE,Blue Petrel,3,Prion bleu,Halobaena caerulea,,,139
8528,BBPR,Broad-billed Prion,3,Prion de Forster,Pachyptila vittata,,,140
8529,DOPR,Dove Prion,3,Prion de la désolation,Pachyptila desolata,,,141
8530,TBPR,Thin-billed Prion,3,Prion de Belcher,Pachyptila belcheri,,,142
8531,FAPR,Fairy Prion,3,Prion colombe,Pachyptila turtur,,,143
8532,ANPE,Antarctic Petrel,5,Pétrel Antarctique,Thalassoica antarctica,,,136
8533,WCPE,White-chinned Petrel,"7A, 6, 5A, 5",Puffin à menton blanc,Procellaria aequinoctialis,,,158
8536,KEPE,Kerguelen Petrel,4,Pétrel de Kerguelen,Aphrodroma brevirostris,,,144
8537,SNPE,Snow Petrel,4,Pétrel des neiges,Pagodroma nivea,,,138
8538,GBSP,Gray-backed Storm-Petrel,"1B, 1A",Océanite néréide,Garrodia nereis,,,177
8541,BECO,Blue-eyed Cormorant,"8, 7D",Cormoran impérial,Leucocarbo atriceps,,,208
8543,SNSH,Snowy Sheathbill,"7A, 6",Chionis blanc,Chionis albus,,,314
8544,LESH,Lesser Sheathbill,7A,Petit Chionis,Chionis minor,,,315
8546,KEGU,Kelp Gull,"7A, 7, 7B",Goéland dominicain,Larus dominicanus,,,430
8548,ANTE,Antarctic Tern,"3, 3B",Sterne couronnée,Sterna vittata,,,455
8549,KETE,Kerguelen Tern,3,Sterne de Kerguelen,Sterna virgata,,,456
8552,HYSK,Hybrid Skua,"7B, 7A",Hybride de Labbe,,,"Report suspected parentage as a remark (e.g. Species1 x Species2). | Signalez les liens de parenté suspects dans le champs remarque (p. ex., Espèce1 x Espèce2).",374
8553,NGPE,Northern Giant-Petrel,8,Pétrel de Hall,Macronectes halli,,,126
8554,BRSK,Brown Skua,"7B, 7A",Grand labbe,Stercorarius antarcticus,,,373
8560,TIMO,Tinian Monarch,"0, 1C",Monarque de Tinian,Monarcha takatsukasae,,,733
8570,MARC,Mariana Crow,"4, 4A",Corneille de Guam,Corvus kubaryi,Y,,749
8580,GUSW,Guam Swiftlet,"0A, X",Salangane de Guam,Aerodramus bartschi,Y,,543
8590,NIRW,Nightingale Reed Warbler,"1A, 1D",Rousserolle rossignol,Acrocephalus luscinius,Y,,833
8600,MIME,Micronesian Megapode,6,Mégapode de La Pérouse,Megapodius laperouse,Y,,89
8610,WRSW,White-rumped Swiftlet,"0, 1, 1C",Salangane à croupion blanc,Aerodramus spodiopygius,,,542
8620,PCFD,Purple-capped Fruit Dove,"3A, 4",Tourterelle à collier,Ptilinopus porphyraceus,,,483
8630,COLK,Collared Kingfisher,"2, 3, 3B",Martin-chasseur à collier blanc,Todiramphus chloris,,,582
8640,SAST,Samoan Starling,"M: 3B, 3A, 4",Stourne de Samoa,Aplonis atrifusca,,,894
,,,"F: 3, 3B, 3A",,,,,
8650,POST,Polynesian Starling,"M: 2, 3",Stourne de Polynésie,Aplonis tabuensis,,,893
,,,"F: 1A, 1D, 2",,,,,
8660,CAHO,Cardinal Honeyeater,"1, 1C, 0",Myzomèle cardinal,Myzomela cardinalis,,,704
8670,WAHO,Wattled Honeyeater,"1A, 1D, 2",Méliphage foulehaio,Foulehaio carunculatus,,,705
8680,MIMY,Micronesian Myzomela,"1, 1B",Myzomèle de Micronésie,Myzomela rubratra,,,706
8690,RUFA,Rufous Fantail,"0A, 0",Rhipidure roux,Rhipidura rufifrons,,,731
8691,FISH,Fiji Shrikebill,"1A, 1B",Monarque des Fidji,Clytorhynchus vitiensis,,,732
8700,BRWE,Bridled White-eye,"0A, 0",Zostérops bridé,Zosterops conspicillatus,,,837
8710,GOWE,Golden White-eye,"1B, 1",Zostérops doré,Cleptornis marchei,,,835
8720,MIST,Micronesian Starling,"3, 2",Stourne de Micronésie,Aplonis opaca,,,892
8740,BLDR,Black Drongo,2,Drongo royal,Dicrurus macrocercus,,,730
8750,LTCU,Long-tailed Cuckoo,"3, 3B, 3A",Coucou de Nouvelle-Zélande,Eudynamys taitensis,,,499
